,gen_summaries,rouge_scores
353,"The equity market on the Nairobi Stock Exchange lost 40 billion Kenyan Shillings ($591 million) in value on its first day of New Year trading Wednesday, the Kenyan financial newspaper Business Daily Africa reported.","{'rouge1': Score(precision=0.3137254901960784, recall=0.47058823529411764, fmeasure=0.3764705882352941), 'rouge2': Score(precision=0.16, recall=0.24242424242424243, fmeasure=0.19277108433734938), 'rougeL': Score(precision=0.27450980392156865, recall=0.4117647058823529, fmeasure=0.32941176470588235), 'rougeLsum': Score(precision=0.29411764705882354, recall=0.4411764705882353, fmeasure=0.3529411764705882)}"
354,"Pratchett, 59 -- whose books have, according to his Web site, sold more than 45 million copies worldwide in 33 languages -- suffered what he called a ""phantom stroke"" earlier this year.","{'rouge1': Score(precision=0.11538461538461539, recall=0.2, fmeasure=0.14634146341463417), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.09615384615384616, recall=0.16666666666666666, fmeasure=0.1219512195121951), 'rougeLsum': Score(precision=0.11538461538461539, recall=0.2, fmeasure=0.14634146341463417)}"
355,"summarize: BAGHDAD, Iraq (CNN) -- Iraqi forces detained the suspected leader of a terrorist cell network believed to be funded by Saddam Hussein's eldest daughter, who is wanted by Iraqi authorities on terrorism charges, the U.S.","{'rouge1': Score(precision=0.7714285714285715, recall=0.7297297297297297, fmeasure=0.75), 'rouge2': Score(precision=0.6176470588235294, recall=0.5833333333333334, fmeasure=0.6), 'rougeL': Score(precision=0.7142857142857143, recall=0.6756756756756757, fmeasure=0.6944444444444444), 'rougeLsum': Score(precision=0.7142857142857143, recall=0.6756756756756757, fmeasure=0.6944444444444444)}"
356,"summarize: PORTSMOUTH, New Hampshire (CNN) -- Hillary Clinton became visibly emotional at a New Hampshire campaign event Monday after a friendly question from a voter.","{'rouge1': Score(precision=0.19047619047619047, recall=0.3333333333333333, fmeasure=0.24242424242424246), 'rouge2': Score(precision=0.024390243902439025, recall=0.043478260869565216, fmeasure=0.03125000000000001), 'rougeL': Score(precision=0.11904761904761904, recall=0.20833333333333334, fmeasure=0.15151515151515152), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.25, fmeasure=0.18181818181818182)}"
357,"""Despite claims that the security situation has improved in recent months, the human rights situation is disastrous,"" Amnesty International says in its report, titled ""Carnage and Despair: Iraq Five Years On."" In a summary of the report, Amnesty writes that ""a climate of impunity has prevailed, the economy is in tatters and the","{'rouge1': Score(precision=0.45454545454545453, recall=0.37735849056603776, fmeasure=0.41237113402061865), 'rouge2': Score(precision=0.27906976744186046, recall=0.23076923076923078, fmeasure=0.25263157894736843), 'rougeL': Score(precision=0.38636363636363635, recall=0.32075471698113206, fmeasure=0.35051546391752575), 'rougeLsum': Score(precision=0.4090909090909091, recall=0.33962264150943394, fmeasure=0.3711340206185567)}"
358,"When symphony conductor Stephane Deneve mentioned last year that he'd like to get married there, Tatiana and Gerret Copeland of the Bouchaine wine estate threw the ceremony for them in the vineyards. ""The events that surround the musical performances,"" Walker says, ""are attended by the artists, themselves -- a time of camaraderie for them because they see each other and spend time enjoying each other's company."" As","{'rouge1': Score(precision=0.1875, recall=0.1323529411764706, fmeasure=0.15517241379310348), 'rouge2': Score(precision=0.02127659574468085, recall=0.014925373134328358, fmeasure=0.01754385964912281), 'rougeL': Score(precision=0.125, recall=0.08823529411764706, fmeasure=0.10344827586206896), 'rougeLsum': Score(precision=0.125, recall=0.08823529411764706, fmeasure=0.10344827586206896)}"
359,"summarize: PARIS, France -- Goals from Juninho and Sidney Govou gave Lyon a 2-0 home win over Valenciennes and enabled the six-time champions to stay four points ahead at the top of the French league.","{'rouge1': Score(precision=0.3783783783783784, recall=0.3888888888888889, fmeasure=0.3835616438356164), 'rouge2': Score(precision=0.2222222222222222, recall=0.22857142857142856, fmeasure=0.22535211267605634), 'rougeL': Score(precision=0.2972972972972973, recall=0.3055555555555556, fmeasure=0.3013698630136986), 'rougeLsum': Score(precision=0.35135135135135137, recall=0.3611111111111111, fmeasure=0.3561643835616438)}"
360,Pundits also were citing the role of former President Bill Clinton in helping his wife recover from what pre-primary polls were suggesting was a deficit of 9 percentage points to Obama in New Hampshire. If Obama had been able to sweep Iowa and New Hampshire -- after months of Clinton being considered the front-runner among Democrats -- it could,"{'rouge1': Score(precision=0.10344827586206896, recall=0.05084745762711865, fmeasure=0.06818181818181818), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.06896551724137931, recall=0.03389830508474576, fmeasure=0.045454545454545456), 'rougeLsum': Score(precision=0.10344827586206896, recall=0.05084745762711865, fmeasure=0.06818181818181818)}"
361,"Secretary-General Ban Ki-moon is ""urgently dispatching"" a special envoy to Myanmar, a statement from his office said Wednesday, following reports of violent clashes in that country between security forces and protesters. ""Noting reports of the use of force and of arrests and beatings, the secretary-general calls again on authorities to exercise utmost restraint toward the peaceful demonstrations taking place, as such action can only undermine the prospects for peace, prosperity and stability in Myanmar,"" Ban's statement said.","{'rouge1': Score(precision=0.3333333333333333, recall=0.19753086419753085, fmeasure=0.24806201550387597), 'rouge2': Score(precision=0.10638297872340426, recall=0.0625, fmeasure=0.07874015748031497), 'rougeL': Score(precision=0.25, recall=0.14814814814814814, fmeasure=0.18604651162790697), 'rougeLsum': Score(precision=0.25, recall=0.14814814814814814, fmeasure=0.18604651162790697)}"
362,A woman rides on a bus exclusively for female passengers last month in Mexico City.,"{'rouge1': Score(precision=0.2, recall=0.4666666666666667, fmeasure=0.27999999999999997), 'rouge2': Score(precision=0.029411764705882353, recall=0.07142857142857142, fmeasure=0.041666666666666664), 'rougeL': Score(precision=0.11428571428571428, recall=0.26666666666666666, fmeasure=0.16), 'rougeLsum': Score(precision=0.14285714285714285, recall=0.3333333333333333, fmeasure=0.2)}"
363,"summarize: (CNN) -- Kuwait's leader dissolved parliament on Wednesday and called for early elections, after the Cabinet resigned this week following a power struggle with the government.","{'rouge1': Score(precision=0.4230769230769231, recall=0.8148148148148148, fmeasure=0.5569620253164557), 'rouge2': Score(precision=0.3137254901960784, recall=0.6153846153846154, fmeasure=0.4155844155844156), 'rougeL': Score(precision=0.40384615384615385, recall=0.7777777777777778, fmeasure=0.5316455696202531), 'rougeLsum': Score(precision=0.40384615384615385, recall=0.7777777777777778, fmeasure=0.5316455696202531)}"
364,"summarize: (CNN) -- Investigators have found the bodies of three small children and the father who allegedly abducted them from their home in Columbus, Georgia, two weeks ago, the FBI said Wednesday.","{'rouge1': Score(precision=0.21428571428571427, recall=0.2903225806451613, fmeasure=0.24657534246575344), 'rouge2': Score(precision=0.0975609756097561, recall=0.13333333333333333, fmeasure=0.11267605633802817), 'rougeL': Score(precision=0.11904761904761904, recall=0.16129032258064516, fmeasure=0.136986301369863), 'rougeLsum': Score(precision=0.21428571428571427, recall=0.2903225806451613, fmeasure=0.24657534246575344)}"
365,"Keri Christensen was nearly a victim of a roadside bombing in Iraq when the convoy in front of hers was hit. Women have made up about 11 percent of the military force in Iraq and Afghanistan in the past six years, according to the Department of Defense; that's an estimated 180,000 women in the war zone. Of","{'rouge1': Score(precision=0.3958333333333333, recall=0.3220338983050847, fmeasure=0.35514018691588783), 'rouge2': Score(precision=0.1702127659574468, recall=0.13793103448275862, fmeasure=0.1523809523809524), 'rougeL': Score(precision=0.3333333333333333, recall=0.2711864406779661, fmeasure=0.2990654205607477), 'rougeLsum': Score(precision=0.3333333333333333, recall=0.2711864406779661, fmeasure=0.2990654205607477)}"
366,"""When I came to Tibet I heard of so many tragic stories of women dying -- no access to care in remote areas, no history of trained birth attendants, and no knowledge about pregnancy and childbirth,"" Samen recalls.","{'rouge1': Score(precision=0.11428571428571428, recall=0.10810810810810811, fmeasure=0.11111111111111112), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05714285714285714, recall=0.05405405405405406, fmeasure=0.05555555555555556), 'rougeLsum': Score(precision=0.08571428571428572, recall=0.08108108108108109, fmeasure=0.08333333333333334)}"
367,"A task force of LSU campus police and the Baton Rouge Police Department is investigating, university Chancellor Sean O'Keefe said.","{'rouge1': Score(precision=0.11428571428571428, recall=0.19047619047619047, fmeasure=0.14285714285714285), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.05714285714285714, recall=0.09523809523809523, fmeasure=0.07142857142857142), 'rougeLsum': Score(precision=0.05714285714285714, recall=0.09523809523809523, fmeasure=0.07142857142857142)}"
368,"summarize: (CNN) -- Danish authorities said Tuesday they have arrested three people who allegedly were plotting a ""terror-related assassination"" of a cartoonist whose drawing of the Prophet Mohammed sparked rage in the Muslim world two years ago. ""O","{'rouge1': Score(precision=0.4772727272727273, recall=0.5526315789473685, fmeasure=0.5121951219512196), 'rouge2': Score(precision=0.20930232558139536, recall=0.24324324324324326, fmeasure=0.225), 'rougeL': Score(precision=0.4318181818181818, recall=0.5, fmeasure=0.46341463414634143), 'rougeLsum': Score(precision=0.4318181818181818, recall=0.5, fmeasure=0.46341463414634143)}"
369,"Robert Painter, a travel writer from Albuquerque, New Mexico, journeyed last year to Argentina for dental surgeries -- and tango lessons: ""If I'm going to be stuck somewhere for two weeks at a time, twice, Buenos Aires has got to be the best possible place,"" he says . In Bangkok, Richter was in the hospital four days, and the total cost of her 19-day trip, including sightseeing and airfare for two, was $10,600. However","{'rouge1': Score(precision=0.08823529411764706, recall=0.04, fmeasure=0.05504587155963303), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.058823529411764705, recall=0.02666666666666667, fmeasure=0.03669724770642202), 'rougeLsum': Score(precision=0.058823529411764705, recall=0.02666666666666667, fmeasure=0.03669724770642202)}"
370,"""We can give an educated guess that the rodent would have been 3 meters long -- assuming that it was similar to a Capybara (the largest rodent alive today) and taking it into account that large mammals generally have relatively smaller heads.","{'rouge1': Score(precision=0.21212121212121213, recall=0.17073170731707318, fmeasure=0.18918918918918917), 'rouge2': Score(precision=0.03125, recall=0.025, fmeasure=0.02777777777777778), 'rougeL': Score(precision=0.15151515151515152, recall=0.12195121951219512, fmeasure=0.13513513513513514), 'rougeLsum': Score(precision=0.18181818181818182, recall=0.14634146341463414, fmeasure=0.16216216216216217)}"
371,"summarize: ISLAMABAD, Pakistan (CNN) -- Rawalpindi's police chief stopped doctors at the hospital where Benazir Bhutto died from conducting an autopsy, according to a lawyer on the hospital's board. Bhutto's husband, in an interview with CNN's Wolf Blitzer on Monday, called for an international investigation into his wife's death, saying the new video proves the Pakistani government ""has been trying to muddy the water from the first day.""","{'rouge1': Score(precision=0.4146341463414634, recall=0.2361111111111111, fmeasure=0.30088495575221236), 'rouge2': Score(precision=0.15, recall=0.08450704225352113, fmeasure=0.1081081081081081), 'rougeL': Score(precision=0.17073170731707318, recall=0.09722222222222222, fmeasure=0.1238938053097345), 'rougeLsum': Score(precision=0.3170731707317073, recall=0.18055555555555555, fmeasure=0.23008849557522124)}"
